key,name,sortOrder,japanese,instrument,website,group,altEnglish,altJapanese,altWebsite,altWebsite2
masashi-kimura,Masashi Kimura,Kimura; Masashi,木村将之,bass,https://www.kimuramasashi.com/,,,,,
masashi-tomikawa,Masashi Tomikawa,Tomikawa; Masashi,冨川政嗣,drums,https://masashitomikawa.com/,,,,,
masatake-abe,Masatake Abe,Abe; Masatake,阿部真武,electric bass,https://lit.link/en/masatakeabe,,,,,
masato-kubo,Masato Kubo,Kubo; Masato,久保公人,cello,,,,,,
masato-shirahata,Masato Shirahata,Shirahata; Masato,白幡真都,bass,https://note.com/shira_hata/,,,,,
masatsugu-hattori,Masatsugu Hattori,Hattori; Masatsugu,服部正嗣,drums,https://masatsuguhattori.tumblr.com/,,,,,
masayasu-tzboguchi,Masayasu Tzboguchi,Tzboguchi; Masayasu,坪口昌恭,piano,http://www.tzboguchi.com/,,,,,
masayo-koketsu,Masayo Koketsu,Koketsu; Masayo,纐纈雅代,saxophone,http://masayokoketsu.com/,,,,https://ameblo.jp/masayo-koketsu/,
masayuki-kume,Masayuki “Gakio” Kume,Kume; Masayuki “Gakio”,久米雅之,drums,http://gakio.music.coocan.jp/,,,,,
masayuki-tawarayama,Masayuki Tawarayama,Tawarayama; Masayuki,俵山昌之,bass,https://www.discogs.com/artist/1087833-Masayuki-Tawarayama,,,,,
matsumonica,Matsumonica,Matsumonica,マツモニカ,harmonica,http://matsumonica.sblo.jp/,,,,,
matt-clohesy,Matt Clohesy,Clohesy; Matt,,bass,http://archive.soundamerican.org/sa_archive/sa18/matt-clohesy.html,,,,,
matt-home,Matt Home,Home; Matt,,drums,,,,,,
matthieu-bordenave,Matthieu Bordenave,Bordenave; Matthieu,,saxophone,https://www.matthieu-bordenave.com/,,,,,
maurice,Maurice,Maurice,,vocals,,,,,,
mauricio-herrera,Mauricio Herrera,Herrera; Mauricio,,congas,,,,,,
may-inoue,May Inoue,Inoue; May,井上銘,guitar,https://mayinoue.com/,,,,,
maya-hatch,Maya Hatch,Hatch; Maya,マヤ･ハッチ,vocal,https://mayahatch.com/,,,,,
mayuko-katakura,Mayuko Katakura,Katakura; Mayuko,片倉真由子,piano,https://www.mayukokatakura.net/,,,,https://ameblo.jp/mayukokatakura/,
mayumi-miyata,Mayumi Miyata,Miyata; Mayumi,宮田まゆみ,vocal,https://miyamayu.blogspot.com/,,,,,
mayumi-sano,Mayumi Sano,Sano; Mayumi,佐野まゆみ,cello,http://sanomayumi.com/,,,,,
mc-boodah,MC Boodah,MC Boodah,,vocal,,,,,,
megumi-hattori,Megumi Hattori,Hattori; Megumi,服部恵,percussion,https://www.megumi-hattori.com/,,,,,
megumi-kotomi,Megumi Kotomi,Kotomi; Megumi,詞美恵,vocal,http://percussion-meg.jimdo.com/,,,,https://megumik.exblog.jp/,
megumi-otsuka,Megumi Otsuka,Otsuka; Megumi,大塚恵,bass,https://otsukamegumipangaea.bandcamp.com/,,,,,
megumi-ozawa,Megumi Ozawa,Ozawa; Megumi,小澤恵,viola,https://youtu.be/vG-OeFsWHXc,,,,,
megumi-yonezawa,Megumi Yonezawa,Yonezawa; Megumi,米澤めぐみ,piano,https://www.megumiyonezawa.com/,,,,,
michihiro-morisada,Michihiro Morisada,Morisada; Michihiro,森定道広,bass,https://ameblo.jp/morisadam/,,,,,
michiru-hirose,Michiru Hirose,Hirose; Michiru,廣瀬みちる,piano,https://www.michiruhirose.com/,,,,,
michiyo-matsushita,Michiyo Matsushita,Matsushita; Michiyo,松下美千代,piano,https://michiyomatsushita.amebaownd.com/,1,Michiyon,,https://ameblo.jp/mimimimimichika/,
michiyuki-koyama,Michiyuki Koyama,Koyama; Michiyuki,小山道之,guitar,https://www.instagram.com/michiyuki_koyama/,,,,,
midori-sakurai,Midori Sakurai,Sakurai; Midori,櫻井みどり,vocal,https://midokomidoko.jimdofree.com/,,,,http://blog.livedoor.jp/midokomidoko/,
mie-joke,Mie Joké,Joké; Mie,情家みえ,vocal,https://www.miejoke.com/,,,,https://ameblo.jp/miejoke/,
mikako-nishikawa,Mikako Nishikawa,Nishikawa; Mikako,西川珠香子,vocal,https://mikakonishikawa.amebaownd.com/,,,,,
mike-holober,Mike Holober,Holober; Mike,,piano,https://www.mikeholober.com/,,,,,
mike-karn,Mike Karn,Karn; Mike,,bass,https://mikekarnbass.wordpress.com/,,,,,
mike-ledonne,Mike LeDonne,LeDonne; Mike,,piano,https://mikeledonne.org/,,,,,
mike-mcguirk,Mike McGuirk,McGuirk; Mike,,bass,https://www.allaboutjazz.com/musicians/mike-mcguirk,,,,,
mike-rivett,Mike Rivett,Rivett; Mike,,saxophone,https://www.mikerivett.com/,,,,,
miki-hayama,Miki Hayama,Hayama; Miki,早間美紀,piano,http://www.mikihayama.com/,,,,,
miki-hirose,Miki Hirose,Hirose; Miki,広瀬未来,trumpet,https://mikimusic.exblog.jp/,,,,,
miki-matsuki,Miki Matsuki,Matsuki; Miki,松木三季,drums,https://www.allaboutjazz.com/musicians/miki-matsuki,,,,,
mikiko-ise,Mikiko Ise,Ise; Mikiko,伊勢三木子,violin,,,,,,
mikiko-nagatake,Mikiko Nagatake,Nagatake; Mikiko,永武幹子,piano,http://mikikonagatake.com/,,,,https://ameblo.jp/micco762/,
mikio-masuda,Mikio Masuda,Masuda; Mikio,益田幹夫,piano,https://en.wikipedia.org/wiki/Mikio_Masuda,,,,,
milena-casado,Milena Casado,Casado; Milena,ミレナ・カサード,flugelhorn,https://www.milenacasado.com/,,,,,
minori-yagino,Minori Yagino,Yagino; Minori,梛野実,drums,,,,,,
minoru-kato,Minoru Kato,Kato; Minoru,加藤実,piano,http://minoru-k.artist-jp.net/,,,,,
minoru-yoshiki,Minoru Yoshiki,Yoshiki; Minoru,吉木稔,bass,https://yoshikiminoru.com/,,,,,
minyen-hsieh,Minyen Hsieh,Hsieh; Minyen,謝明諺,saxophone,https://soundcloud.com/minyenhsieh,,,,,
misa-sugiyama,Misa Sugiyama,Sugiyama; Misa,杉山未紗,vocal,https://www.misasugiyama.com/,,,,https://ameblo.jp/misasugiyama/,
misa-wakabayashi,Misa Wakabayashi,Wakabayashi; Misa,若林美佐,bass,https://www.misawakabayashi.com/,,,,,
misato-hayashi,Misato Hayashi,Hayashi; Misato,林実里,vocal,http://blog.livedoor.jp/misato_jazz/,,,,,
misato-okumura,Misato Okumura,Okumura; Misato,奥村美里,piano,,,,,,
mitsuaki-furuno,Mitsuaki Furuno,Furuno; Mitsuaki,古野光昭,bass,https://fullnotes.net/,,,,,
mitsuaki-hara,Mitsuaki Hara,Hara; Mitsuaki,原満章,bass,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=5323,,,,,
mitsuhiro-itagaki,Mitsuhiro Itagaki,Itagaki; Mitsuhiro,板垣光弘,piano,https://itagaki-piano.com/,,,,https://itasunsun.exblog.jp/,
mitsukuni-tanabe,Mitsukuni Tanabe,Tanabe; Mitsukuni,田辺充邦,guitar,http://tanabe-mitsukuni.com/,,,,,
mitsuo-yamamoto,Mitsuo Yamamoto,Yamamoto; Mitsuo,山本光男,piano,,,,,,
mitsuru-tanaka,Mitsuru Tanaka,Tanaka; Mitsuru,田中充,trumpet,https://mitzru.bitfan.id/,,,,,
mitsutaka-uyama,Mitsutaka Uyama,Uyama; Mitsutaka,宇山満隆,drums,,,,,https://h2music.ch/review/%E5%9B%BD%E5%86%85%E3%82%B8%E3%83%A3%E3%82%BA%E3%82%B3%E3%83%B3%E3%83%86%E3%82%B9%E3%83%88%E3%81%A7%E6%95%B0%E3%80%85%E3%81%AE%E5%84%AA%E5%8B%9D%E7%B5%8C%E9%A8%93%E3%82%92%E6%8C%81%E3%81%A4%E3%80%81/,
miwo,MIWO,MIWO,,vocal,https://miwo-jazz.com/,,,,,
miya,Miya,Miya,宝玉宮雪,flute,https://miya-music.com/,,,,,
miyuki-moriya,Miyuki Moriya,Moriya; Miyuki,守谷美由貴,saxophone,https://www.tunecore.co.jp/artists?id=841864,,,,https://ameblo.jp/miyukijazz/,
miyuki-yoshino,Miyuki Yoshino,Yoshino; Miyuki,吉野ミユキ,saxophone,https://gyuchan-jazz.com/,,,,,
momo-mamiya,Momo Mamiya,Mamiya; Momo,麻宮百,vocal,https://ameblo.jp/momo-mamiya/,,,,http://janmei.blog.jp/,
momo-nonami,Momo Nonami,Nonami; Momo,野波桃,piano,,,,,,
momo-otani,Momo Otani,Otani; Momo,大谷桃,piano,https://momootanipf.wixsite.com/momo,,,,,
momoko-aida,Momoko Aida,Aida; Momoko,会田桃子,violin,https://www.instagram.com/aidamomoko/,,,,https://aidamomoko.com/,
momoko-iijima,Momoko Iijima,Iijima; Momoko,飯嶋ももこ,vocal,http://iijimamomoko.com/,,,,https://ameblo.jp/iijimamomoko/,
monet,Monet,Monet,モネ,vocal,,,,,,
morihiro-omura,Morihiro Omura,Omura; Morihiro,大村守弘,bass,,,,,,
motohiko-hino,Motohiko Hino,Hino; Motohiko,日野元彦,drums,https://en.wikipedia.org/wiki/Motohiko_Hino,,,,,
motohiko-ichino,Motohiko Ichino,Ichino; Motohiko,市野元彦,guitar,https://motohikoichino.com/,,,,,
motoi-kanamori,Motoi Kanamori,Kanamori; Motoi,金森もとい,bass,https://ameblo.jp/mottoi-bass/,,,,,
muneyuki-sekiguchi,Muneyuki Sekiguchi,Sekiguchi; Muneyuki,関口宗之,bass,,,,,,
nami-kano,Nami Kano,Kano; Nami,加納奈実,saxophone,https://www.namikano.com/,,,,,
nanami-haruta,Nanami Haruta,Haruta; Nanami,治田七海,trombone,http://www.nanamiharuta.com/,,,,https://ameblo.jp/atomu-08-28/,
nao-sakamoto,Nao Sakamoto,Sakamoto; Nao,坂本直,guitar,,,,,,
nao-takeuchi,Nao Takeuchi,Takeuchi; Nao,竹内直,saxophone,https://takeuchinao.com/,,,,,
nao-teraya,Nao Teraya,Teraya; Nao,寺屋ナオ,guitar,http://www.naoteraya.com/,,,,,
naohiko-amatatsu,Naohiko Amatatsu,Amatatsu; Naohiko,天辰直彦,flute,https://ameblo.jp/naohikoamatatsu/,,,,,
naoki-kitajima,Naoki Kitajima,Kitajima; Naoki,北島直樹,piano,https://naokis-house.com,,,,,
naoki-mitsuoka,Naoki Mitsuoka,Mitsuoka; Naoki,光岡尚紀,bass,https://mitsuokanaoki.com/,,,,,
naoko-akimoto,Naoko Akimoto,Akimoto; Naoko,秋元直子,vocal,https://naokojazz.com,,,,https://www.youtube.com/channel/UCZO06fQ_8S3iL6fXa3Pxiig,
naoko-sakana,Naoko Sakana,Sakana; Naoko,坂野尚子,flute,https://fueninja.com/,,,,,
naoko-sakata,Naoko Sakata,Sakata; Naoko,坂田尚子,piano,https://www.naokosakata.com/,,,,,
naoko-takahashi,Naoko Takahashi,Takahashi; Naoko,高橋奈保子,vocal,https://shijukara.thebase.in/,,,,,
naoko-tanaka,Naoko Tanaka,Tanaka; Naoko,田中菜緒子,piano,http://tanakanaoko.com/,,,,,
naomi-asada,Naomi Asada,Asada; Naomi,浅田尚美,vocal,,,,,,
naomi-kamiyama,Naomi Kamiyama,Kamiyama; Naomi,神山直己,vocal,https://www.instagram.com/naomi.kamiyama_/,,,,,
naomi-komoto,Naomi Komoto,Komoto; Naomi,甲本奈保美,sax,https://naomisax.jimdofree.com/,,,,,
naomi-urushibara,Naomi Urushibara,Urushibara; Naomi,漆原直美,violin,http://naomiurushibara.com/,,,,,
naoto-midorikawa,Naoto Midorikawa,Midorikawa; Naoto,みどりん,drums,https://www.facebook.com/naoto.midorikawa.75,,,,,
naoto-suzuki,Naoto Suzuki,Suzuki; Naoto,鈴木直人,guitar,https://naoto-suzuki.com/,,,,,
naoyuki-seto,Naoyuki Seto,Seto; Naoyuki,瀬戸尚幸,fretless bass,,,,,,
narumi-nozomi,Narumi Nozomi,Nozomi; Narumi,鳴海望美,vocal,https://nozominarumi.com/,,,,https://ameblo.jp/naruminon45,http://blog.livedoor.jp/naruminon/
nasheet-waits,Nasheet Waits,Waits; Nasheet,,drums,https://www.nasheetwaits.com/,,,,,
nat-reeves,Nat Reeves,Reeves; Nat,,bass,https://natreeves.com/,,,,,
natsuki-kurai,Natsuki Kurai,Kurai; Natsuki,倉井夏樹,harmonica,https://natsukikurai.tumblr.com/,,,,,
natsuki-tamura,Natsuki Tamura,Tamura; Natsuki,田村夏樹,trumpet,https://natsukitamura.com/,,,,,
natsuko-matsuyama,Natsuko Matsuyama,Matsuyama; Natsuko,松山夏子,vibraphone,https://ameblo.jp/samakosan/,,,,,
natsumi-itabashi,Natsumi Itabashi,Itabashi; Natsumi,板橋夏美,trombone,https://tbm7ni.wixsite.com/ni-tb,,,,,
nicholas-payton,Nicholas Payton,Payton; Nicholas,,trumpet,https://nicholaspayton.com/,,,,,
niran-dasika,Niran Dasika,Dasika; Niran,ニラン・ダシカ,trumpet,https://www.niran-dasika.com/,,,,,
nobie,Nobie,Nobie,ノビー,vocal,https://nobie.net/,,,,https://nobie.exblog.jp/,
noboru-ando,Noboru Ando,Ando; Noboru,安東昇,bass,https://andy1974.exblog.jp/,,,,,
nobuhiko-yamashita,Nobuhiko Yamashita,Yamashita; Nobuhiko,山下暢彦,drums,,,,,,
nobuko-baal-hanzaka,Nobuko Baal Hanzaka,Hanzaka; Nobuko Baal,バール暢子,vocal,https://ameblo.jp/baal4649/,,Bar Nobuko,,https://www.instagram.com/baalnobuko/,
nobuko-mukai,Nobuko Mukai,Mukai; Nobuko,向井伸子,vocal,https://www.mukainobuko.com/,,Nobuko Kojima,小島伸子,https://blog.goo.ne.jp/qqa96r89k,
nobumasa-tanaka,Nobumasa Tanaka,Tanaka; Nobumasa,田中信正,piano,http://tnobumasa.com/,,,,,
nobumasa-yamada,Nobumasa Yamada,Yamada; Nobumasa,山田ノブマサ,percussion,,,,山田信正,,
nobuo-fujii,Nobuo Fujii,Fujii; Nobuo,藤井信雄,drums,https://fb0272.wixsite.com/fujiinobuo/,,,,,
nobuyuki-komatsu,Nobuyuki Komatsu,Komatsu; Nobuyuki,小松伸之,drums,http://nobuyukikoma2.web.fc2.com/,,,,,
nori-ochiai,Nori Ochiai,Ochiai; Nori,ノリ オチアイ,piano,https://www.youtube.com/channel/UCJgAx3lkFKYjHNZE7jBjpMg,,,,http://noriochiai.blog.jp/,
noriaki-akita,Noriaki Akita,Akita; Noriaki,秋田紀彰,bass,https://jazzshiryokan.net/jazzDB/performer_detail.php?serialNumber=2082,,,,,
noriaki-suko,Noriaki Suko,Suko; Noriaki,須古典明,guitar,https://sukoguitar.exblog.jp/i2,,,,,
norihide-shioda,Norihide Shioda,Shioda; Norihide,塩田哲嗣,bass,https://ameblo.jp/norishio88/,,,,,
norihiko-hibino,Norihiko Hibino,Hibino; Norihiko,日比野則彦,saxophone,https://en.wikipedia.org/wiki/Norihiko_Hibino,,,,,
norihiko-kawakubo,Norihiko Kawakubo,Kawakubo; Norihiko,川久保典彦,piano,https://kawakubo.world/,,,,,
norihito-nagasawa,Norihito Nagasawa,Nagasawa; Norihito,長澤紀仁,guitar,https://jinjinviolao.seesaa.net/,,,,,
norikatsu-koreyasu,Norikatsu Koreyasu,Koreyasu; Norikatsu,是安則克,bass,https://www.discogs.com/artist/1156034-Norikatsu-Koreyasu,,,,,
noriko-kojima,Noriko Kojima,Kojima; Noriko,小島のり子,flute,https://kojinori.com/,,,,,
noriko-kotani,Noriko Kotani,Kotani; Noriko,小谷のりこ,vocal,https://norikokotani.amebaownd.com/,,,,https://ameblo.jp/arethaaretha/,
noriko-satomi,Noriko Satomi,Satomi; Noriko,里見紀子,violin,https://project-nori.wixsite.com/mysite,,,,,
norio-maedo,Norio Maedo,Maedo; Norio,前田憲男,piano,https://ja.wikipedia.org/wiki/%E5%89%8D%E7%94%B0%E6%86%B2%E7%94%B7,,,,,
noritaka-tanaka,Noritaka Tanaka,Tanaka; Noritaka,田中徳崇,drums,https://www.jazz.co.jp/Mus/tanakatokutakashi.html,,,,,
orie-hirayama,Orie Hirayama,Hirayama; Orie,平山織絵,cello,https://cellorincellorin.wixsite.com/mysite-1,,,,http://oriehirayama.blog100.fc2.com/,
orrin-evans,Orrin Evans,Evans; Orrin,,piano,https://orrinevansmusic.com/,,,,,
osamu-hikage,Osamu Hikage,Hikage; Osamu,日景修,bass,,,,,,
osamu-kawakami,Osamu Kawakami,Kawakami; Osamu,河上修,bass,http://mr-double-bass.jpn.org/,,,,,
osamu-mihara,Osamu Mihara,Mihara; Osamu,三原脩,bass,https://mihara-jazz.jimdofree.com/jazz-%E3%83%99%E3%83%BC%E3%82%B9-%E7%A7%91/,,,,,
osamu-soda,Osamu Soda,Soda; Osamu,祖田修,piano,https://osoda.jimdofree.com/,,,,,
otohito-fuse,Otohito Fuse,Fuse; Otohito,布施音人,piano,https://otohitofuse.com/,,,,https://www.otohito-blog.net/,
paolo-orlandi,Paolo Orlandi,Orlandi; Paolo,,drums,https://www.paoloorlandi.com/,,,,,
per-oddvar-johansen,Per Oddvar Johansen,Johansen; Per Oddvar,,drums,https://peroddvar.no/,,,,,
peter-bernstein,Peter Bernstein,Bernstein; Peter,,guitar,https://www.peterbernsteinmusic.com/,,,,,
peter-washington,Peter Washington,Washington; Peter,,bass,https://en.wikipedia.org/wiki/Peter_Washington,,,,,
petter-eldh,Petter Eldh,Eldh; Petter,,bass,https://www.pettereldh.com/,,,,,
phillip-strange,Phillip Strange,Strange; Phillip,,piano,https://phillipstrange.wixsite.com/phillipstrange,,,,,
q-ishikawa,Q Ishikawa,Ishikawa; Q,Ｑ・いしかわ,saxophone,,,,,,
quincy-davis,Quincy Davis,Davis; Quincy,,drums,https://www.quincydavisjazz.com/,,,,,
raiga-hayashi,Raiga Hayashi,Hayashi; Raiga,林頼我,drums,https://raigahayashi.wixsite.com/drums,,,,,
ralph-bowen,Ralph Bowen,Bowen; Ralph,,saxophone,http://www.ralphbowen.com/,,,,,
randy-brecker,Randy Brecker,Brecker; Randy,,trumpet,https://www.randybrecker.com/,,,,,
raon-park,Raon Park,Park; Raon,,vocals,,,,,,
ray-drummond,Ray Drummond,Drummond; Ray,,bass,https://en.wikipedia.org/wiki/Ray_Drummond,,,,,
ray-parker,Ray Parker,Parker; Ray,,bass,,,,,,
raymond-mcmorrin,Raymond McMorrin,McMorrin; Raymond,,saxophone,http://raymondmcmorrin.com/Raymondmcmorrin.com/Home.html,,,,,
reikan-kobayashi,Reikan Kobayashi,Kobayashi; Reikan,小林鈴勘,shakuhachi,https://reikankobayashi.net/,,,,,
reiko-yamamoto,Reiko Yamamoto,Yamamoto; Reiko,山本玲子,vibraphone,http://reikoyamamoto.net/,,,,,
remy-le-boeuf,Remy Le Boeuf,Le Boeuf; Remy,レミー・ル・ブーフ,sax,https://www.remyleboeuf.com/,,,,,
rena-toshimitsu,Rena Toshimitsu,Toshimitsu; Rena,利光玲奈,drums&vocals,https://renatoshimitsu.amebaownd.com/,,,,,
renee-rosnes,Renee Rosnes,Rosnes; Renee,,piano,https://reneerosnes.com/,,,,,
rie-taguchi,Rie Taguchi,Taguchi; Rie,田口理恵,vocal,https://riepihappymusic.wixsite.com/music,,,,,
rikako-suzuki,Rikako Suzuki,Suzuki; Rikako,鈴木梨花子,drums,http://drums-rikako.boo.jp/,,,,,
riko-sasaki,Riko Sasaki,Sasaki; Riko,佐々木梨子,alto saxophone,https://www.instagram.com/riko__sasaki/,,,,,
riku-takahashi,Riku Takahashi,Takahashi; Riku,高橋陸,bass,http://rikubass.com/,,,,,
rio-osawa,Rio Osawa,Osawa; Rio,大澤理央,vocal,https://www.osawario.com/,,,,,
ritsuko-iwayama,Ritsuko Iwayama,Iwayama; Ritsuko,岩山立子,vocal,https://ameblo.jp/jazzestme/,,,,,
ritsuko-mishina,Ritsuko Mishina,Mishina; Ritsuko,三科律子,drums,https://ggjazz.com/drums.html,,,,,
riyoko-takagi,Riyoko Takagi,Takagi; Riyoko,高木里代子,piano,https://instabio.cc/riyoko,,,,https://ameblo.jp/riyokotakagi/,
ro-hasegawa,Ro Hasegawa,Hasegawa; Ro,長谷川朗,sax,https://www.subjazzcafe.com/ro-hasegawa-and-the-music,,,,,
robert-hurst,Robert Hurst,Hurst; Robert,,bass,https://www.roberthurst.com/,,,,,
robin-dupuy,Robin Dupuy,Dupuy; Robin,,cello,https://www.robin-dupuy.com/,,,,,
robinson-morse,Robinson Morse,Morse; Robinson,,bass,https://robinsonmorse.com/,,,,,
rodney-green,Rodney Green,Green; Rodney,,drums,http://rodneygreenjazz.com/,,,,,
rodney-whitaker,Rodney Whitaker,Whitaker; Rodney,,bass,http://www.rodneywhitaker.com/,,,,,
rufus-reid,Rufus Reid,Reid; Rufus,,bass,,,,,,
rui-monma,Rui Monma,Monma; Rui,門馬瑠依,vocal,http://www.monmarui.jp/,,,,,
ruriko-kawamura,Ruriko Kawamura,Kawamura; Ruriko,河村留理子,vocal,https://ameblo.jp/salon-de-lulu/,,,,https://coquelicot-jazz.com/,
ryo-fukui,Ryo Fukui,Fukui; Ryo,福居良,piano,https://en.wikipedia.org/wiki/Ryo_Fukui,,,,,
ryo-noritake,Ryo Noritake,Noritake; Ryo,則武諒,drums,http://www.ryonoritake.com/,,,,,
ryo-ogihara,Ryo Ogihara,Ogihara; Ryo,荻原亮,guitar,https://ryoogihara.jimdofree.com/,,,,http://www.ryoogihara.com/,
ryo-saito,Ryo Saito,Saito; Ryo,斉藤良,drums,https://ryosaito0707.jimdofree.com/,,,,,
ryo-shibata,Ryo Shibata,Shibata; Ryo,柴田亮,drums,https://www.instagram.com/worldpeacenow/,,,,,
ryo-sugimoto,Ryo Sugimoto,Sugimoto; Ryo,杉本亮,guitar,https://lit.link/en/ryosugimoto,,,,,
ryohei-komaki,Ryohei Komaki,Komaki; Ryohei,小牧良平,bass,https://rkomaki.jimdofree.com/,,,,,
ryoichi-yamaki,Ryoichi Yamaki,Yamaki; Ryoichi,八巻綾一,saxophone,https://ryo1yamaki.com/,,,,,
ryoichi-zakota,Ryoichi Zakota,Zakota; Ryoichi,座小田諒一,bass,https://basszakota.exblog.jp/,,,,,
ryoichiro-masuda,Ryoichiro Masuda,Masuda; Ryoichiro,増田涼一郎,guitar,https://ryouichirou.wixsite.com/masuda,,,,,
ryoji-ihara,Ryoji Ihara,Ihara; Ryoji,庵原良司,sax,https://ihararyoji.com/,,,,,
ryoji-orihara,Ryoji Orihara,Orihara; Ryoji,織原良次,fretless bass,https://linktr.ee/ryojiorihara,2,,,https://orioriori.exblog.jp/,https://www.ryojiorihara.com/
ryojiro-furusawa,Ryojiro Furusawa,Furusawa; Ryojiro,古澤良治郎,drums,,,,,,
ryosuke-asai,Ryosuke Asai,Asai; Ryosuke,浅井良将,saxophone,https://saxryosuke.exblog.jp/,,,,,
ryosuke-hashizume,Ryosuke Hashizume,Hashizume; Ryosuke,橋爪亮督,saxophone,http://www.ryohashizume.com/,1,,,http://tactilesounds.blog.fc2.com/,
ryosuke-kano,Ryosuke Kano,Kano; Ryosuke,鹿野亮介,saxophone,https://www.ryosukekano.com/,,,,,
ryosuke-sato,Ryosuke Sato,Sato; Ryosuke,佐藤良輔,viola,,,,,,
ryotaro-shibata,Ryotaro Shibata,Shibata; Ryotaro,柴田亮太郎,guitar,https://ryotaroshibata.com/,,,,,
ryu-kawamura,Ryu Kawamura,Kawamura; Ryu,川村竜,bass,https://www.ryukawamura.com/,,,,,
ryuichi-ishikawa,Ryuichi Ishikawa,Ishikawa; Ryuichi,石川隆一,bass,https://ameblo.jp/ryuichi-ishikawa/,,,,,
ryuichi-takase,Ryuichi Takase,Takase; Ryuichi,高瀬龍一,trumpet,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=1532,,,,,
ryuichi-yoshida,Ryuichi Yoshida,Yoshida; Ryuichi,吉田隆一,baritone saxophone,http://www.bloc.jp/sincerely_music/,,,,,
ryuichiro-tonozuka,Ryuichiro Tonozuka,Tonozuka; Ryuichiro,土濃塚隆一郎,flugelhorn,https://tonozuka.net/,,,,,
ryutaro-makino,Ryutaro Makino,Makino; Ryutaro,牧野竜太郎,vocal,http://www.ryutaromakino.com/,,,,https://ameblo.jp/ryutaro-makino/,
sachiko-ikuta,Sachiko Ikuta,Ikuta; Sachiko,生田さち子,piano,https://ameblo.jp/sachiko3ikuta/,,,生田さちこ,,
sadanori-nakamure,Sadanori Nakamure,Nakamure; Sadanori,中牟礼貞則,guitar,http://www.aoki2.com/zest/zest.html,,,,,
saki-marys-blood,Saki (Mary’s Blood),Saki (Mary’s Blood),,electric guitar,,,,,,
saki-ozawa,Saki Ozawa,Ozawa; Saki,小沢咲希,piano,https://ozawasaki.com/,,,,,
sanae-ishikawa,Sanae Ishikawa,Ishikawa; Sanae,石川早苗,vocal,http://blog.livedoor.jp/sanny_jazz/,1,,,,
saori-sendo,Saori Sendo,Sendo; Saori,仙道さおり,percussion,http://www.c-a-s-net.co.jp/saoli/,,,,,
saori-yano,Saori Yano,Yano; Saori,矢野沙織,saxophone,https://yanosaori.com/,,,,,
satomi-kawakami,Satomi Kawakami,Kawakami; Satomi,川上さとみ,piano,http://satomikawakami.com/,,,,,
satoshi-aikawa,Satoshi Aikawa,Aikawa; Satoshi,愛川聡,guitar,http://spiritual-rebirth.music.coocan.jp/,,,,,
satoshi-ishikawa,Satoshi Ishikawa,Ishikawa; Satoshi,石川智,drums,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=2841,,,,,
satoshi-izumi,Satoshi Izumi,Izumi; Satoshi,和泉聡志,guitar,https://izumisatoshi.com/,,,,,
satoshi-kohno,Satoshi Kohno,Kohno; Satoshi,鴻野暁司,bass,,,,,,
satoshi-kosugi,Satoshi Kosugi,Kosugi; Satoshi,小杉敏,bass,http://www7b.biglobe.ne.jp/kosugibass/,,,,,
satoshi-otani,Satoshi Otani,Otani; Satoshi,大谷訓史,bass,https://jazzshiryokan.net/jazzDB/musician_detail.php?recordID=M5325,,,,,
satoshi-sano,Satoshi Sano,Sano; Satoshi,佐野聡,flute,http://satoshi-sano.net/,,,,,
satoshi-takino,Satoshi Takino,Takino; Satoshi,滝野聡,guitar,https://www.jvcmusic.co.jp/-/Artist/A005272.html,,,,,
satoshi-yoshida,Satoshi Yoshida,Yoshida; Satoshi,吉田サトシ,guitar,https://www.satoshiguitar.com/,,,,,
satsuki-kusui,Satsuki Kusui,Kusui; Satsuki,楠井五月,bass,https://satsukionbass.bandcamp.com/album/new-horizons,,,,,
sawa-shiraishi,Sawa Shiraishi,Shiraishi; Sawa,白石さわ,vocal,https://ameblo.jp/sawashiraishi,,,,,
sawori-namekawa,Sawori Namekawa,Namekawa; Sawori,行川さをり,vocal,http://namekawasawori.com/,,,,,
saya-endo,Saya Endo,Endo; Saya,遠藤さや,vocal,http://blog.livedoor.jp/graceful_saya/,,,,,
saya-takagi,Saya Takagi,Takagi; Saya,髙木沙耶,saxophone,https://saya-takagi.jimdosite.com/,,,,,
sayaka-kishi,Sayaka Kishi,Kishi; Sayaka,岸淑香,piano,http://www.sayaketto.net/,1,Sayaketts,,http://sayaketto.blog.jp/,https://note.com/sayaketto/
sayaka-violin,Sayaka (Violin),Sayaka (Violin),,violin,http://www.musica.sayaka-violin.com/,,,,,
scott-reeves,Scott Reeves,Reeves; Scott,,trombone,https://www.creativejazz.com/bio/,,,,,
scott-wendholt,Scott Wendholt,Wendholt; Scott,,trumpet,https://www.scottwendholt.net/,,,,,
sebastiaan-kaptein,Sebastiaan Kaptein,Kaptein; Sebastiaan,,drums,https://canopusdrums.com/en/endorsers/sebastiaan-kaptein/,,,,,
seiji-endo,Seiji Endo,Endo; Seiji,遠藤征志,piano,https://seiji-piano-endo.com/,1,,,https://ameblo.jp/seijiendo9/,
